2026-01-30 08:50:21 | INFO | fipe | Extraindo 6 -> Audi
2026-01-30 08:50:46 | INFO | fipe | Gravando json para 6 -> Audi -> {'code': '7727', 'name': 'A1 Sport. S Edition 1.4 TFSI 5p S-tronic'} -> {'code': '2016-1', 'name': '2016 Gasolina'} -> {'TipoVeiculo': 1, 'Valor': 'R$ 81.458,00', 'Marca': 'Audi', 'Modelo': 'A1 Sport. S Edition 1.4 TFSI 5p S-tronic', 'AnoModelo': 2016, 'Combustivel': 'Gasolina', 'CodigoFipe': '008210-4', 'MesReferencia': 'janeiro de 2026', 'SiglaCombustivel': 'G'}
2026-01-30 08:50:46 | INFO | fipe | Gravado
2026-01-30 08:50:46 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '6201', 'name': 'A1 Sportback 1.4 TFSI 185cv 5p S-tronic'}
2026-01-30 08:50:46 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '6201', 'name': 'A1 Sportback 1.4 TFSI 185cv 5p S-tronic'} -> {'code': '2015-1', 'name': '2015 Gasolina'}
2026-01-30 08:50:47 | INFO | fipe | Gravando json para 6 -> Audi -> {'code': '6201', 'name': 'A1 Sportback 1.4 TFSI 185cv 5p S-tronic'} -> {'code': '2015-1', 'name': '2015 Gasolina'} -> {'TipoVeiculo': 1, 'Valor': 'R$ 72.192,00', 'Marca': 'Audi', 'Modelo': 'A1 Sportback 1.4 TFSI 185cv 5p S-tronic', 'AnoModelo': 2015, 'Combustivel': 'Gasolina', 'CodigoFipe': '008174-4', 'MesReferencia': 'janeiro de 2026', 'SiglaCombustivel': 'G'}
2026-01-30 08:50:47 | INFO | fipe | Gravado
2026-01-30 08:50:47 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '6201', 'name': 'A1 Sportback 1.4 TFSI 185cv 5p S-tronic'} -> {'code': '2014-1', 'name': '2014 Gasolina'}
2026-01-30 08:50:48 | INFO | fipe | Gravando json para 6 -> Audi -> {'code': '6201', 'name': 'A1 Sportback 1.4 TFSI 185cv 5p S-tronic'} -> {'code': '2014-1', 'name': '2014 Gasolina'} -> {'TipoVeiculo': 1, 'Valor': 'R$ 68.108,00', 'Marca': 'Audi', 'Modelo': 'A1 Sportback 1.4 TFSI 185cv 5p S-tronic', 'AnoModelo': 2014, 'Combustivel': 'Gasolina', 'CodigoFipe': '008174-4', 'MesReferencia': 'janeiro de 2026', 'SiglaCombustivel': 'G'}
2026-01-30 08:50:48 | INFO | fipe | Gravado
2026-01-30 08:50:48 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '6201', 'name': 'A1 Sportback 1.4 TFSI 185cv 5p S-tronic'} -> {'code': '2013-1', 'name': '2013 Gasolina'}
2026-01-30 08:50:49 | INFO | fipe | Gravando json para 6 -> Audi -> {'code': '6201', 'name': 'A1 Sportback 1.4 TFSI 185cv 5p S-tronic'} -> {'code': '2013-1', 'name': '2013 Gasolina'} -> {'TipoVeiculo': 1, 'Valor': 'R$ 66.446,00', 'Marca': 'Audi', 'Modelo': 'A1 Sportback 1.4 TFSI 185cv 5p S-tronic', 'AnoModelo': 2013, 'Combustivel': 'Gasolina', 'CodigoFipe': '008174-4', 'MesReferencia': 'janeiro de 2026', 'SiglaCombustivel': 'G'}
2026-01-30 08:50:49 | INFO | fipe | Gravado
2026-01-30 08:50:50 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'}
2026-01-30 08:50:50 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'} -> {'code': '2018-1', 'name': '2018 Gasolina'}
2026-01-30 08:50:50 | INFO | fipe | Gravando json para 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'} -> {'code': '2018-1', 'name': '2018 Gasolina'} -> {'TipoVeiculo': 1, 'Valor': 'R$ 98.904,00', 'Marca': 'Audi', 'Modelo': 'A1 Sportback 1.4 TFSI 5p S-tronic', 'AnoModelo': 2018, 'Combustivel': 'Gasolina', 'CodigoFipe': '008173-6', 'MesReferencia': 'janeiro de 2026', 'SiglaCombustivel': 'G'}
2026-01-30 08:50:50 | INFO | fipe | Gravado
2026-01-30 08:50:51 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'} -> {'code': '2017-1', 'name': '2017 Gasolina'}
2026-01-30 08:50:52 | INFO | fipe | Gravando json para 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'} -> {'code': '2017-1', 'name': '2017 Gasolina'} -> {'TipoVeiculo': 1, 'Valor': 'R$ 78.283,00', 'Marca': 'Audi', 'Modelo': 'A1 Sportback 1.4 TFSI 5p S-tronic', 'AnoModelo': 2017, 'Combustivel': 'Gasolina', 'CodigoFipe': '008173-6', 'MesReferencia': 'janeiro de 2026', 'SiglaCombustivel': 'G'}
2026-01-30 08:50:52 | INFO | fipe | Gravado
2026-01-30 08:50:52 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'} -> {'code': '2016-1', 'name': '2016 Gasolina'}
2026-01-30 08:50:53 | INFO | fipe | Gravando json para 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'} -> {'code': '2016-1', 'name': '2016 Gasolina'} -> {'TipoVeiculo': 1, 'Valor': 'R$ 75.125,00', 'Marca': 'Audi', 'Modelo': 'A1 Sportback 1.4 TFSI 5p S-tronic', 'AnoModelo': 2016, 'Combustivel': 'Gasolina', 'CodigoFipe': '008173-6', 'MesReferencia': 'janeiro de 2026', 'SiglaCombustivel': 'G'}
2026-01-30 08:50:53 | INFO | fipe | Gravado
2026-01-30 08:50:54 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'} -> {'code': '2015-1', 'name': '2015 Gasolina'}
2026-01-30 08:50:55 | INFO | fipe | Gravando json para 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'} -> {'code': '2015-1', 'name': '2015 Gasolina'} -> {'TipoVeiculo': 1, 'Valor': 'R$ 71.030,00', 'Marca': 'Audi', 'Modelo': 'A1 Sportback 1.4 TFSI 5p S-tronic', 'AnoModelo': 2015, 'Combustivel': 'Gasolina', 'CodigoFipe': '008173-6', 'MesReferencia': 'janeiro de 2026', 'SiglaCombustivel': 'G'}
2026-01-30 08:50:55 | INFO | fipe | Gravado
2026-01-30 08:50:55 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'} -> {'code': '2014-1', 'name': '2014 Gasolina'}
2026-01-30 08:50:56 | INFO | fipe | Gravando json para 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'} -> {'code': '2014-1', 'name': '2014 Gasolina'} -> {'TipoVeiculo': 1, 'Valor': 'R$ 66.795,00', 'Marca': 'Audi', 'Modelo': 'A1 Sportback 1.4 TFSI 5p S-tronic', 'AnoModelo': 2014, 'Combustivel': 'Gasolina', 'CodigoFipe': '008173-6', 'MesReferencia': 'janeiro de 2026', 'SiglaCombustivel': 'G'}
2026-01-30 08:50:56 | INFO | fipe | Gravado
2026-01-30 08:50:56 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'} -> {'code': '2013-1', 'name': '2013 Gasolina'}
2026-01-30 08:50:57 | INFO | fipe | Gravando json para 6 -> Audi -> {'code': '6200', 'name': 'A1 Sportback 1.4 TFSI 5p S-tronic'} -> {'code': '2013-1', 'name': '2013 Gasolina'} -> {'TipoVeiculo': 1, 'Valor': 'R$ 65.165,00', 'Marca': 'Audi', 'Modelo': 'A1 Sportback 1.4 TFSI 5p S-tronic', 'AnoModelo': 2013, 'Combustivel': 'Gasolina', 'CodigoFipe': '008173-6', 'MesReferencia': 'janeiro de 2026', 'SiglaCombustivel': 'G'}
2026-01-30 08:50:57 | INFO | fipe | Gravado
2026-01-30 08:50:58 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '7418', 'name': 'A1 Sportback 1.8 TFSI 192cv 5p S-tronic'}
2026-01-30 08:50:58 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '7418', 'name': 'A1 Sportback 1.8 TFSI 192cv 5p S-tronic'} -> {'code': '2018-1', 'name': '2018 Gasolina'}
2026-01-30 08:50:59 | INFO | fipe | Gravando json para 6 -> Audi -> {'code': '7418', 'name': 'A1 Sportback 1.8 TFSI 192cv 5p S-tronic'} -> {'code': '2018-1', 'name': '2018 Gasolina'} -> {'TipoVeiculo': 1, 'Valor': 'R$ 124.885,00', 'Marca': 'Audi', 'Modelo': 'A1 Sportback 1.8 TFSI 192cv 5p S-tronic', 'AnoModelo': 2018, 'Combustivel': 'Gasolina', 'CodigoFipe': '008204-0', 'MesReferencia': 'janeiro de 2026', 'SiglaCombustivel': 'G'}
2026-01-30 08:50:59 | INFO | fipe | Gravado
2026-01-30 08:50:59 | INFO | fipe | Extraindo 6 -> Audi -> {'code': '7418', 'name': 'A1 Sportback 1.8 TFSI 192cv 5p S-tronic'} -> {'code': '2017-1', 'name': '2017 Gasolina'}
